0	Not Specified
1	Linux
2	Macintosh
3	IRIX
4	Windows NT
5	Windows 95
6	SunOS
7	FreeBSD
8	Windows 98
9	VMS
10	OSF/1
11	OS/2
12	Windows 3.x
13	Amiga OS
14	AIX
15	HP-UX
16	SEGA Saturn
17	WebTV
18	Acorn RICS OS
19	BeOS
20	Perl LWP::UserAgent Library
21	HotJava Browser (OS unavailable)
22	Windows 9x/NT
23	Windows 2000/NT 5
24	Keynote
25	Windows ME
31	Windows XP
32	Pocket PC
33	Windows CE
34	PalmOS
35	Offline Data Import
36	Windows Vista
37	Media Center 2004
38	Media Center 2005
39	Windows Server 2003 and XP x64 Edition
40	Macintosh (iPhone)
41	Windows 7
42	Playstation 3
43	Adobe AIR
44	Windows 8
45	Windows 8.1
1264529	Android 200000.200000.30000
1299035	Android 11.6
1319370	Android 4.2.2-M2
3096463	Android _Dressapp
3151763	Android 2.0.0-R-20130404
3747790	Android 2.2
3889075	Android IFUL
4252297	Android 57.656.37
5980154	Android 16.2.2
7124683	Android 4.8.3
7344816	Windows Phone 8.10.15084
7426828	Android Linux
7991172	Android 99.1.1
8203096	Android ghendhut
8623320	Mobile OS X 8.4
8709299	Android Rama
8803542	Rex AMSS7500/4.0
9186093	Mobile iOS 4.3.5
9598636	Symbian v9.4
9869526	Linux - Fedora 3.6.4-2
10206417	Android 1840904901.0
10827802	Android 442.0
10911128	Android 5000.100.100
11344940	Android 1.2.9
11571307	Android 03.11.1999
11604056	OS X 10.10.0
12026341	iOS 2.1.3
12373224	Android 8K
12693718	Android Kekkung
13103615	Android 10.8
15091498	Android 17.5.0
16506979	Android 4.2.2-HiSTBAndroidV500R001C00CP0005
16618526	Android 6.3.16
16660054	Android 0196398135
16801682	Android 5.1ld
17809691	Android 7.4.95
17887436	Android Cyberus
18382116	Android 20.0.0
18787537	Android 089660131293
19010439	Android 10.02
19068402	Android 8.8.0
19361755	Rex DG26
19372296	Android 2.2.1pro
19429466	Symbian 2.8
19541713	Android 17.07.1994
19679036	Android 12.4
20121668	Android Docomo
20171747	Linux - openSUSE 1.1.12-0
20177790	Android Manish
21454470	Android null
21478748	Android 99
23904549	Android 6.0ndroSM-G930F
23917047	Android 2.3.6LA4
24274025	Android Naik
25351357	Mobile OS X 10.19.7
25712182	Android 5.7.5
25839042	Android 07.07.97
26599163	Android Enigma
26645310	OS X 10.99.5
26759600	Android 3.08
27117917	Android 9.8.0
27468014	Android 9.9.4
28334031	Android 5.5.7
29127237	Android 7.4.2
30196348	Android 100.10.6
30281144	Android 55.0.2
30323126	RIM 6.55.320
30387667	Android 4.40.2
30924579	Android U705_V2.12
31613670	Android style
32968687	Android 2.1.2-R-20150609
33211041	Android 100.1.0
33736295	Android Dak
35323891	Android Asyhadu
35346698	Android Material
35523639	Android v1.02_15.14-FR--2011
35842538	Android 888.88.88
36254061	Android MILA
36755427	iOS 11.0.2
36991483	Linux - openSUSE 24.0.1308
37149298	Mobile OS X 10.1.4
37400961	Android 1.7.4-D-20140924
37682219	Android 2.4.10
37947461	RIM 6.0.44
38158033	Android 6.2.o
39559490	Android _B1
39705112	Android 4.9
40374054	Android 4.0.4-2013-08-21-v1
40423352	Android 4.0.9
40716377	Android 9999.999
41261219	Android Android 2.2 / M76XXTSNCJPLYM6036
41515781	Windows
41582655	Android 17.02.00
42361320	Android 7.0.1
42851353	Android LoaDing
42982541	Android 18.04.00
43077199	Linux - Red Hat 3.6.17-1
43165754	Android 1.9.6
44294827	Android 9999999999999999999999999999999.09999999999999999999.999999999999999999
44357326	Android 10.6.7
44768944	Android 101118_V04
45063150	Android 4.3jnz
45179228	Android WMT
45383567	iOS 4.3.3.
45529832	Android 14.1.1
47497065	Android 5.0.1_
47905216	Android 2.3.6-by-vaibhav
48465188	Android 199.99.3848
48597535	Android 13.4.1
48756715	OS X 11.8.5
49030738	Android never
50009484	Android TAWseeF
50539453	Linux - Fedora 4.12.5-2
50671700	Android lolliKat-By_SanchitDang
50809236	Android 11.7
52979270	Android 4.Avoed.1
53534456	Windows 8 NT 6.05.1
53946150	Android 7.4.3
55056957	Windows Phone 10.0.14926
55404626	Windows 10 NT 10.0.14388
56338062	Android 9.5.1
56344923	Android 5.10.1
57477497	Android jellydrink
57854985	iOS 8.4.2
58380903	Windows Phone 8.0.10181
58622304	Android 10.6.4
58861487	Android 4.4.4sea
59650799	Android 06-04-14
59873466	Android 4.52
60712105	Android Prashant2.3.6
60768700	Android 7.11
60831946	Windows 10 NT 10.0.14951
61735854	Android 23-08-2000
62692816	Android 19.12.91
62714446	Android 16.16.5
64210781	Linux - Fedora 3.1.18-1
64589623	Android 57755.7546.65337
65011442	Android 4.2.2_s8v01_20130820
65490589	Android 16.7
66007123	Android Maviya
66063497	Android 9.0.1
66198780	Mobile OS X 6.0.2
66501103	Android OMINIKANG
66796487	iOS 10.11
67030401	Android ..
68779461	Android Dualcore-4.0.0
69129358	Linux - Fedora 3.1-0.7
69918867	Android 9.200
70683444	Android Parminder
70815749	Linux - openSUSE 26.0.1411
71100443	Windows Phone 8.10.14191
71198138	Android 4.10.10
71570357	OS X 10.10.04
71621690	Android Android_2.1
71649423	OS X 10.09
72763351	Android 100000000.000000.00000000
72829294	Android 6.6.10
72892442	OS X 10.5.2
72953157	Android 1000.9.9
73320767	Android 16-03
74093174	Android 3.0.2-R-20160317
74340697	Android Build
74736226	Android ABEL
74888177	Android 6.0.11
75276331	Android RodherStyled
75302626	Android 6.4.9
75646350	Android 7.9.5
75961568	Android 0.4.1
76031217	Android 06.03.1991
76215521	Android Bakpia
76426274	Windows 7 NT 5.0
76846653	Windows Phone 10.0.14332
77307767	OS X 10.9.1.
77622081	Android 4.0.12
79117787	Android .
79903010	Android 8.8.7
80240179	OS X 10.11.666
80393033	Android Cross_id
82799946	Android 30.1
82979247	Windows Phone 10.0.12562
83088821	Android SandwichXperia
83670727	Android 27.05.1997
84017225	Maemo 4.0
84401481	OS X 10114
84559875	Android Lemper
86145489	Android _T
86493214	Android 4.1.1
86570995	Android 66.6
87806492	Android SONIA
88823924	Android 50.0
89349797	iOS 7.0.
89954220	Mobile OS X 9.0
91039352	Android 4.2.2-2013-09-20-v1
92000484	Mobile OS X 10.1.3
92017006	Android 10.
92985946	L4 AMSS6800/53203
93264186	Android 8.10.14234
93302168	Windows Phone 10.0.14950
93632247	Android 2.9.3
94119761	Android 4.4.21H
94514297	Android 10.10.5
94671612	Android 3.0.6
94927262	Android 11.5.9
95042770	Android 16.5.5
95130557	Android SDK
95492817	Android v5.1
96878920	Android 2.4.13
98223875	Android 4.36
98246348	Android 135LC
98584046	Android 4.4.2XiaoMi
98937272	Android rebuild
99581602	RIM 9.16.0
99924089	Mobile OS X 10.8.6
101544458	Android 6.12.90
101830623	Android 4.4.4
102555322	Android 9.5.5
102820973	OS X 10.8.
102928853	Android 2.0.0-R-20130512
103688170	Android WP8
104274779	Android 9999999.9999999
104814238	Android 2.2.2v
105113025	Linux - openSUSE 3.0.18-0
105534409	Android 19.22
105591290	Android 1.3.6
105616264	Android 23.08.93
106541998	OS X 10.90.5
106583137	iOS 2.1
106627372	Android 109634.kadir.avci
106918897	Bada Windown Mobile 6
107085933	Android 2.0.0-R-20130516
107313562	Android 0.0.2
107473768	Android 4.1.1_jockiller
109802800	Android 10.4.6
109889666	Android 9.9.69
110199614	Symbian 3.0
111749743	Android NexPlayer
112918174	Mobile iOS 9.3.4
114065885	Android SpaceNEO
114535643	Android 19500DXUGNH1
114714207	Linux - Fedora 1.5.0
114896755	Android 29.12.1997
114899931	Android 14.7
115511281	Android 0.8.0-D-20140225
115641165	OS X 12.12
115859443	Linux - openSUSE 3.6.3-1
116083755	OS X 10.5.11
116251997	Android Android4.0.4
116472992	iOS 5.5.1
117298646	Android 6.0_marshmallow
117752102	Android 40.0.0
117964412	Android i
118374248	Linux - Ubuntu 9.25
118383182	Linux - openSUSE 1.0.4-1
118862968	Android 5.2.8
119128773	Android -W720
120025202	Linux - Red Hat 3.6.9-5
120610949	Android 2.2.7
122196714	Android 5.1.99
122546515	Mobile OS X 10.16.5
122721670	Android 11.18.92
123117682	Android 2.3.4_Tiago_sz_Ester
123498053	Android AndroBlack
123570706	Android 6515M
123585278	Android RushDroid
123871805	Android 7.3.5
124488145	Android gofar_ICS
124574876	Windows NT 47.1
125225932	Windows NT 40.0
125243620	Windows 8 NT 11.06.3
125424472	Android 4.1.jelly
126565491	Android 5.0.0kitkat
127286904	Android 4.1.c
127295321	Linux - Fedora 3.5.1-3
127494887	Android 14.3.13
127592440	Android 5.0.aonline
127967264	Android 16
128169788	Android 19.05.2000
129035616	Android 15.05
129629078	Mobile OS X 6.1.2
129781259	Android mengaung
129789483	Windows XP NT 5.7
130547602	Android visu
130793250	Android 4.1.1-2013-08-02-v1
130824487	Android 5.0Beta2
130915576	Android 5.5.o
132136261	Android 8.0.3
132586858	Android 23
133113048	Android 018
133132427	Windows NT 42.0
133179609	Windows 10 NT 10.0.14322
133346086	Android SHITKAT
133607623	Android 2ans
136335434	Android 1.
136746828	Linux - Ubuntu 10.1
136825802	Android 17.05.97
137169895	Android Kh
137405124	Windows 7 NT 6.118.0
137479950	Android 4.4.2kitkat
137998155	Android 17.08.96
138061853	Mobile OS X 10.4.4
138224108	Android 606.0
138649831	Android AFX8
138668568	Android 57.2.1
138752349	iOS 5.0.3
139239498	Android 07.07.95
140688932	Android IPhone.8
140824572	Android 29.6.1
140918585	Android 30.5.2
141120863	Firefox OS 1.3
141393786	Android 500000000000000
142088693	Android 3.5.4
142275346	Android 9.5.3
142558086	Android 17.0.6
143122218	Android 143.4.4
143608157	Windows 10 NT 10.1
143672483	Android 11.2.2
144155444	Android 3.4.7
144231022	Android datta
144253730	Android 20-03-1998
144621015	Mobile iOS 4.3.2
144749534	iOS 612
144945700	Android 16.06.2015
145818246	Android 085647890717
148139476	Android 4.2_.2
148157272	Mobile OS X 10.9.7
148310021	Windows NT 35.0
148500252	Android 2.3.6-
148604838	Android 1000004.3
148743280	Linux - Fedora 1.0.6-1
149084927	Android 11.0.8
149347722	Windows Vista NT 6.010941
149981537	iOS 9.1.2
150374447	Linux - Mint 18
150826453	Android 4.1.1k
150852720	Android 6.9.15
151104081	Symbian 5.2
151611697	Android 7.0.17
151648331	OS X 10.5.1
152288913	Android ios4.1.2
152385681	Android 69.9.1
152442150	Android CREATED
152461022	Android 444.2.20
152648824	Mobile iOS 5.0.1
152815433	Android 8.7.1
152863426	Android _Style_V-W_
153657601	Android 4.2.2_r1
153819209	Android 6.0Marshmallow
154768497	Android 19.6
154906261	Android Masik
155266829	Android v11.06
155307291	Android 99.999
155356667	Linux - Arch
155490209	Android XHS_v01
155727256	Mobile OS X 10.19.4
155902319	Android 8797668806.0989
156118724	Android limited
156289599	Android 42.4.9
156536967	Android 4.019
156629533	Brew AMSS6195
156715489	Android Advanced
157034294	Windows XP 95
157061563	Android p0.
157512066	Android 10009.0.16
157616668	Linux - Fedora 3.0.2-1
158101699	Android 5.0.1_BETA
158954769	Android GALAX_Android4.1.2
159507232	Android 7.0.36
159898699	Windows Phone 8.10.12349
159949065	Android SconcauTeam
160090138	Linux - Fedora 4.14.14-1
161499586	Android 10.5
161541398	Android _X
163422112	iOS 6.4.9
163824133	Android June
163853689	Android 1.2.0-R-20140111
164274753	Android 100890000000
164316861	Android 100.90
164330495	Android 5.1x
164699641	Android 6.
165425795	Android 12.0.4
165532770	Android 14725806789
165991621	Android tujhe
166610858	Linux - Fedora 3.0.13-1
167747305	Mobile iOS 8.1
168481434	Android 5.1.1_lolipop
168585474	Android anastasya
168729729	Android 4.4.14444
168855753	Android 15.3.6
168954034	Android eee
169073511	Android 4.11
169841405	Android 4.5.4
169989542	Android 4.1.2niccharlly-V
170249878	Android iska
170291933	RIM
170820119	Android 5.0lolipop
171351478	Android 2.1-test3
171662573	iOS 1.7.2
172156364	Android User-Agent
172425479	Android 10.1.1
172644101	Android 8.7.2013
172864625	Android 9.9.10
173204094	Android EleganceSwift
174814714	Android DONI-4.2.2
174876171	Linux - Fedora 3.6.4-0
175303548	Android GINGERBEAN_final
175503428	Android 0.11
176000882	Android 4.1.01
176352502	Android Samosa
176356421	OS X 10.10.2.
176357644	Android 779984153.0
176494225	Linux - openSUSE 22.0.1190
176789099	iOS 9.9.1
178070463	Android 9.6.9
178150746	Android 4.2.2ro
178156212	Rex DMSS6100/6.2
178600921	Android Yet
178678296	Android Agar-Agar
178780762	OS X 15.5.7
178938536	Android 100.1.2
179944976	Android A7X
180006101	Mobile OS X 10.2.2
180051006	OS X 10.999.0
180826526	Android 30.1.1
181531058	Android 2.8.0
181580275	Android 13.08.00
181854954	Android 4.1.2www
182663876	Android 8567854.676854.37
183317245	Mobile OS X 10.1.2
183514986	Android 7075955530
183718845	Android _One_A10
183772167	Android CM
183956058	Linux - CentOS 3.6-2.el5
184047928	Android 3401
184164576	Android 400000.100000
184424913	Android 7.0.99
184830864	Android 3.6
185408319	Android My
185524597	iOS 30.0
185587799	Mobile OS X 7.1.2
185614906	Android 200.0.1
185713475	Rex DMSS6055/3.3
186304396	iOS 3.0.2
186341070	Android 5.0.9
186402909	Android 4.5.0
186951589	Android 4.0.4-hsrose-tinhte
187396483	Android 5.2.1
187846899	Android 400.4.2
188347078	L4 QSC6075
188845740	Android 4.5
189541948	RIM 6.44.30
190257447	Android 4core
190770430	Android 88.00.11
191482833	Android 2.1.0-R-20160308
191779677	Android 2.12.5
192060286	Android 0.20.2
192640770	Windows Mobile Windown Mobile 6
192916331	RIM 6.0.220
193052085	Linux - openSUSE 20151030
193064998	Android 5.0.0_r2
193574899	Android 4.8.JKT
193617910	Android Speed
193993574	Android 4.4.8
194028568	Android 4.3.2_coto
195836178	Android 4.Debdeepta
195963505	Android 2.2.11
196147746	Android Mi
196483408	Android 4.12.45
196487538	Android 16.01.15
196657198	Android P.P.L
198029128	Android 80.8.9
198327284	Windows XP NT 4.0
198467048	Android P.I.N
198683877	Android 6.0beta
199217309	Mobile OS X 10.10.1
199232748	Windows 8.1 8.1
199242283	Android 4n1.2
200186488	Android 4.2.2-STABLE
200379759	Android 4.1-update1
200677968	Android android.kinanti
201224368	Android 0.1.0-R-20150703
201225451	Android Dfx
201305656	iOS 5.1.4
201542227	Android ULAH
201895911	Android 4.0.4-update
202153537	Linux - openSUSE 2.9.92-10
202313790	Linux - Fedora 3.0.7-1
202700558	Android VRM
202717711	Android AnKy
203205985	Android 9053551030
203207677	Android DG2.30
203706400	Mobile Nokia OS Series 40 3rd Edition Feature Pack 1
203914323	Android 19.06
204103442	Android 5.0.
204441231	Android 4.1922
204475917	Android 2.3.7-Jeremy
204597830	Android 5.18.82
204614003	Android 4.4.99
204748907	Android 2.1-update1-v1.1
